Order ID,Date,Product ID,Product Name,Category,Quantity Sold,Price per Unit,Customer ID,Customer Age,Customer Gender,Region,Total Sales Amount
daf8e6aa,5/10/2024,P5785,room,Electronics,1,485.15,C5286,26,Male,North America,485.15
b4282944,5/28/2024,P9211,show,Groceries,5,175.71,C5066,62,Other,South America,878.55
ed585805,7/17/2024,P3562,popular,Toys,9,385.65,C3275,18,Other,Asia,3470.85
58fc1283,1/3/2024,P8318,without,Furniture,2,387.01,C6286,32,Male,South America,774.02
1d7c8f6f,6/8/2024,P8432,life,Furniture,8,127.03,C8945,56,Other,Africa,1016.24
6cb39efb,6/15/2024,P2297,believe,Electronics,1,428.25,C7997,46,Female,North America,428.25
5cd0cd2a,5/16/2024,P9657,affect,Electronics,3,156.73,C9944,70,Male,South America,470.19
088d74d1,2/13/2024,P4474,also,Clothing,10,469.54,C2926,48,Other,South America,4695.4
d31605b1,10/1/2024,P4630,produce,Electronics,10,384.83,C3350,21,Male,Africa,3848.3
8a494c10,4/2/2024,P8538,right,Clothing,8,312.39,C9876,23,Other,Africa,2499.12
15d6df45,5/7/2024,P5992,someone,Groceries,8,70.07,C1073,30,Other,Europe,560.56
0fa4bc8a,6/13/2024,P4701,five,Toys,7,186.64,C7044,20,Female,North America,1306.48
afc3dc97,1/10/2024,P1498,responsibility,Electronics,4,221.55,C8526,29,Other,Asia,886.2
50a19858,11/29/2024,P5073,likely,Toys,8,398.74,C1456,25,Female,South America,3189.92
2d769df3,1/19/2024,P6612,interesting,Clothing,3,145.98,C6275,35,Male,Asia,437.94
fba38696,4/6/2024,P6036,result,Furniture,6,283.6,C3894,41,Other,South America,1701.6
e4cf7274,4/20/2024,P1341,form,Furniture,4,214.99,C4539,31,Other,South America,859.96
9cb49995,7/11/2024,P6011,change,Electronics,10,309.41,C3863,50,Male,South America,3094.1
adad5aa6,1/2/2024,P9524,simple,Clothing,2,38.02,C8921,52,Male,North America,76.04
329a9731,3/17/2024,P5734,culture,Electronics,1,145.56,C3802,21,Female,North America,145.56
c182f258,10/23/2024,P6152,away,Groceries,2,122.77,C1566,45,Other,Africa,245.54
75606fe2,7/12/2024,P5509,behind,Electronics,6,286.28,C7570,53,Other,South America,1717.68
5c76c94f,10/24/2024,P6113,beyond,Electronics,9,148.72,C1781,22,Other,Europe,1338.48
acdf133a,2/21/2024,P8345,southern,Toys,4,294.14,C4194,70,Other,Europe,1176.56
1d0ccfac,3/11/2024,P7262,phone,Clothing,3,439.09,C1573,65,Other,North America,1317.27
419bc838,2/1/2024,P6908,southern,Toys,2,426.34,C9756,33,Male,Europe,852.68
429cf4cf,3/16/2024,P7088,store,Furniture,9,182.78,C8074,41,Male,North America,1645.02
c19b2c1c,2/19/2024,P1946,pick,Electronics,1,283.72,C1361,68,Other,Africa,283.72
f21886c4,8/6/2024,P5050,left,Electronics,10,238.57,C8216,58,Male,Asia,2385.7
604810dc,10/26/2024,P9533,few,Furniture,10,186.77,C9868,20,Other,Asia,1867.7
26648de3,7/27/2024,P3561,wide,Clothing,7,107.58,C1920,33,Female,Africa,753.06
f0e52da7,5/23/2024,P6662,rise,Toys,8,470.66,C1819,47,Other,South America,3765.28
ff327c09,5/5/2024,P2198,win,Clothing,9,126.62,C6195,41,Male,Asia,1139.58
1c0d405a,9/10/2024,P2733,popular,Electronics,10,329.29,C5241,55,Female,Africa,3292.9
8ca48c3f,5/24/2024,P3011,economy,Toys,7,74.23,C4219,65,Other,Asia,519.61
56fb6bb5,1/4/2024,P8780,right,Toys,6,65.14,C2521,21,Female,Africa,390.84
9132ac7a,3/26/2024,P8358,town,Furniture,1,419.52,C2564,22,Male,South America,419.52
d16e1f65,3/31/2024,P5253,building,Clothing,7,483.43,C4286,34,Male,North America,3384.01
4b12fa59,9/25/2024,P7129,assume,Toys,2,113.6,C9943,53,Female,Africa,227.2
c66436fd,2/24/2024,P8576,tonight,Clothing,8,145.65,C2477,30,Male,Asia,1165.2
e207d692,3/4/2024,P4580,budget,Furniture,6,496.04,C3325,30,Other,Europe,2976.24
500f55d8,1/13/2024,P4634,far,Groceries,7,455.76,C4655,68,Male,Asia,3190.32
5ec0124b,6/12/2024,P9276,dark,Clothing,5,431.14,C9909,68,Other,North America,2155.7
f7c725d7,9/11/2024,P7234,note,Groceries,10,200.75,C2649,19,Male,Europe,2007.5
90334b5f,5/11/2024,P7846,student,Toys,7,343.75,C2222,61,Male,Europe,2406.25
3da8b374,11/16/2024,P8614,any,Electronics,4,328.02,C6288,27,Male,South America,1312.08
745cfd41,11/12/2024,P1385,hope,Electronics,8,123.09,C4677,44,Female,Europe,984.72
256e9ff1,7/26/2024,P7239,build,Groceries,7,66.56,C1058,21,Male,North America,465.92
af6d160d,6/18/2024,P1450,my,Groceries,5,376.74,C1052,26,Other,Asia,1883.7
faa5dc8c,1/31/2024,P7914,also,Furniture,4,310.04,C5787,19,Female,South America,1240.16
89e4a6b8,1/19/2024,P7974,any,Furniture,7,497.78,C4578,42,Other,Europe,3484.46
43221be3,4/13/2024,P7388,leg,Electronics,4,466.15,C8405,40,Female,Africa,1864.6
b78df8ce,2/19/2024,P1804,ability,Toys,10,362.02,C2716,28,Other,Asia,3620.2
3292fd1b,7/2/2024,P7581,learn,Furniture,5,421.92,C3169,35,Other,Africa,2109.6
409c8598,7/7/2024,P3997,special,Furniture,5,342.26,C2209,63,Other,Europe,1711.3
df486977,4/13/2024,P4827,if,Clothing,6,330.92,C1561,67,Male,North America,1985.52
2d79eaac,6/10/2024,P8779,stand,Groceries,4,178.62,C3605,47,Female,South America,714.48
eae05245,3/5/2024,P6453,old,Clothing,8,402.11,C2948,25,Other,North America,3216.88
bd5d7595,6/25/2024,P3851,option,Furniture,6,420.1,C8536,52,Female,Asia,2520.6
a063f512,5/23/2024,P3096,fly,Groceries,9,250.42,C9477,67,Other,Africa,2253.78
d351aae7,4/10/2024,P3569,unit,Toys,2,326.72,C3218,66,Male,South America,653.44
69d2a3a6,5/14/2024,P1653,none,Toys,9,348.69,C8088,69,Male,Asia,3138.21
36f3c885,10/2/2024,P3286,less,Toys,10,178.85,C2051,46,Female,North America,1788.5
e705337d,11/16/2024,P3657,protect,Clothing,6,393.94,C7652,67,Female,Africa,2363.64
304def95,1/26/2024,P2779,some,Clothing,2,36.13,C9254,24,Other,South America,72.26
04599c5f,2/14/2024,P9495,effort,Furniture,6,241.62,C4529,29,Other,Europe,1449.72
b31e287f,9/10/2024,P6738,expert,Electronics,8,316.14,C1875,18,Other,South America,2529.12
73eae0b7,11/6/2024,P9944,leg,Furniture,3,46.96,C2895,29,Female,Asia,140.88
226d506b,5/25/2024,P9833,state,Groceries,8,106.62,C9474,46,Other,North America,852.96
18ab15bf,1/11/2024,P6095,choice,Toys,7,315.18,C9320,27,Male,Europe,2206.26
0bb3374e,9/24/2024,P9242,hospital,Groceries,4,341.83,C2814,39,Other,Europe,1367.32
61681c8c,2/13/2024,P1247,important,Groceries,3,471.92,C6776,18,Male,South America,1415.76
6d667590,3/24/2024,P8847,road,Toys,1,15.84,C6893,69,Female,Africa,15.84
ea532fc2,8/9/2024,P7311,grow,Toys,5,386.32,C3143,45,Other,South America,1931.6
f57d7b48,3/9/2024,P8612,about,Furniture,3,457.91,C9476,40,Male,Africa,1373.73
b902531f,7/8/2024,P4413,however,Clothing,2,423.47,C3793,53,Other,Africa,846.94
f0d810bc,10/23/2024,P9660,lose,Groceries,8,332.94,C1691,70,Female,Asia,2663.52
cbb58199,11/21/2024,P9926,significant,Electronics,3,434.79,C1577,47,Other,Africa,1304.37
009aecfc,5/19/2024,P5165,beat,Furniture,3,451.02,C5469,44,Other,South America,1353.06
c9e0d325,11/8/2024,P1901,standard,Furniture,7,301.79,C9443,36,Other,Europe,2112.53
fe8e8f12,2/27/2024,P7394,serve,Toys,6,204.91,C7283,65,Female,North America,1229.46
8569484e,6/4/2024,P4886,score,Toys,5,350.23,C7801,34,Other,Europe,1751.15
3d41f720,7/25/2024,P5386,hundred,Clothing,3,466.82,C9363,31,Male,Europe,1400.46
8eed7c64,4/18/2024,P9095,room,Furniture,2,306.26,C7578,35,Male,South America,612.52
a3d50341,8/26/2024,P1588,race,Toys,8,102.19,C3549,32,Female,Africa,817.52
ef221fdb,7/12/2024,P1323,page,Clothing,9,259.13,C6886,62,Male,Europe,2332.17
1f460c19,2/20/2024,P7633,court,Electronics,9,437.94,C5254,32,Other,North America,3941.46
9f7e1bf6,11/6/2024,P7018,list,Groceries,7,21,C1840,26,Male,South America,147
ae0dc8e1,7/23/2024,P8256,politics,Clothing,1,477.81,C6273,27,Male,Asia,477.81
feb6ad8b,11/7/2024,P6823,there,Toys,5,431.46,C3209,25,Female,Asia,2157.3
1602abae,2/18/2024,P2725,population,Clothing,4,432.82,C7077,19,Male,Europe,1731.28
14c6a09f,6/19/2024,P5408,former,Clothing,9,310.44,C5760,66,Other,Asia,2793.96
1b8007ae,2/9/2024,P4434,ahead,Groceries,6,160.83,C8700,54,Female,South America,964.98
a9bc8363,11/1/2024,P1311,seat,Clothing,9,25.38,C2450,34,Male,North America,228.42
a1f83256,6/7/2024,P3042,window,Electronics,1,75.37,C6661,56,Male,South America,75.37
dac5bba9,10/4/2024,P1534,leader,Furniture,9,179.52,C1748,64,Male,Asia,1615.68
d8318627,4/5/2024,P7024,once,Electronics,10,398.94,C1254,27,Female,Asia,3989.4
01f1dacb,2/29/2024,P8662,mind,Furniture,2,498.38,C7807,37,Male,Europe,996.76
06314f56,2/7/2024,P5478,lay,Electronics,8,404.8,C4298,44,Other,South America,3238.4
ea3d671b,11/22/2024,P1878,strategy,Furniture,5,452.86,C6733,27,Other,Europe,2264.3
2ada08ef,4/13/2024,P6371,which,Electronics,10,478.6,C1989,22,Female,Asia,4786
43118889,4/16/2024,P1640,nation,Furniture,7,324.25,C4838,57,Female,Europe,2269.75
9f1f71f6,8/27/2024,P6511,close,Clothing,5,75.63,C5771,69,Male,North America,378.15
ce582829,4/23/2024,P4793,least,Electronics,1,213.91,C4213,30,Female,Europe,213.91
f33d4345,7/5/2024,P5046,no,Electronics,3,436.75,C4900,39,Male,Africa,1310.25
33665ad1,3/12/2024,P8142,significant,Electronics,6,427.96,C9970,24,Female,Asia,2567.76
5413ac0e,11/2/2024,P3787,light,Furniture,8,384.76,C1117,29,Other,North America,3078.08
2651aeca,10/22/2024,P7138,suffer,Toys,9,272.35,C2256,56,Other,Africa,2451.15
bc748f5e,11/14/2024,P3341,full,Furniture,4,115.62,C5862,70,Other,Asia,462.48
a65285bb,1/16/2024,P2646,modern,Furniture,3,92.3,C8487,70,Male,Europe,276.9
00b7e08e,6/15/2024,P2105,better,Clothing,9,361.14,C8730,37,Female,Europe,3250.26
355c370f,9/30/2024,P4191,experience,Toys,2,402.57,C1082,69,Other,Africa,805.14
c3d4b54f,8/20/2024,P2102,buy,Electronics,3,79.94,C5349,33,Other,Europe,239.82
2dff4b83,7/11/2024,P2611,garden,Electronics,8,78.03,C3529,43,Other,Asia,624.24
1a2a6bb0,5/26/2024,P5734,voice,Groceries,9,191.85,C6219,34,Other,Africa,1726.65
95387146,6/18/2024,P9822,yes,Clothing,1,431.38,C1465,63,Other,Africa,431.38
d35d382a,12/2/2024,P9284,want,Furniture,5,101.9,C3419,47,Other,Africa,509.5
75ff7df5,2/2/2024,P9410,service,Toys,10,422.35,C2526,25,Male,Asia,4223.5
1e51f800,8/6/2024,P6543,mention,Groceries,1,254.62,C3261,25,Male,Africa,254.62
7cd3be83,10/4/2024,P7850,new,Electronics,4,41.07,C3605,26,Other,Africa,164.28
a6c0ba06,1/31/2024,P2441,not,Electronics,5,406.88,C1145,65,Male,Europe,2034.4
a17ab3de,8/20/2024,P8118,treat,Toys,1,410.04,C3224,45,Male,Asia,410.04
66a25bf1,5/27/2024,P9021,risk,Furniture,3,374.39,C8465,57,Male,Africa,1123.17
320fff74,3/19/2024,P9428,about,Groceries,8,398.78,C5207,49,Male,Europe,3190.24
3f20fbcc,3/10/2024,P3884,carry,Electronics,7,151.7,C7480,46,Female,Asia,1061.9
56246f1c,11/27/2024,P3868,happy,Electronics,10,190.87,C7002,59,Male,South America,1908.7
5f3b0148,2/29/2024,P8045,not,Groceries,2,298.52,C8717,69,Other,North America,597.04
8c98ed8e,9/12/2024,P8308,air,Electronics,9,14.61,C8211,26,Other,South America,131.49
f3e4d4dd,11/29/2024,P1620,his,Groceries,1,476.24,C8557,44,Other,North America,476.24
ab61c910,6/27/2024,P8715,art,Electronics,9,231.44,C6848,40,Female,South America,2082.96
121b0509,3/9/2024,P2971,dream,Groceries,8,165.11,C4091,32,Female,Africa,1320.88
dec065ee,9/2/2024,P1432,enter,Clothing,4,402.27,C1208,19,Male,Africa,1609.08
6800a886,10/3/2024,P7055,dark,Electronics,6,423.81,C6598,49,Other,South America,2542.86
3373bec5,5/11/2024,P7557,decade,Groceries,8,341.84,C9626,61,Male,Asia,2734.72
1a9ec48f,3/11/2024,P5849,significant,Toys,3,480.06,C3336,50,Male,Asia,1440.18
7cba3fac,8/5/2024,P5832,report,Clothing,7,39.04,C4287,29,Male,Europe,273.28
7c8484e0,10/1/2024,P5180,attention,Electronics,2,79.73,C3642,55,Female,Europe,159.46
ea63ddac,5/28/2024,P4842,likely,Clothing,5,275.86,C1255,32,Male,South America,1379.3
1ce557e0,11/14/2024,P7370,huge,Clothing,3,190.42,C5780,43,Female,Asia,571.26
5f179cc2,3/12/2024,P1495,find,Clothing,7,283.04,C5816,42,Female,South America,1981.28
a7530020,11/19/2024,P8203,natural,Electronics,6,109.92,C9575,36,Male,Europe,659.52
6882a59a,9/14/2024,P7658,material,Electronics,4,447.95,C4305,60,Other,South America,1791.8
22edba5d,3/29/2024,P5831,responsibility,Electronics,3,268.87,C5497,50,Female,Africa,806.61
2da16a45,3/31/2024,P8027,college,Clothing,8,335.98,C7367,37,Male,South America,2687.84
738aacee,11/12/2024,P8478,daughter,Furniture,4,82.53,C4413,33,Female,North America,330.12
2c2aabac,8/11/2024,P8446,appear,Electronics,10,328.13,C8472,42,Female,South America,3281.3
a7e03904,8/25/2024,P6864,they,Electronics,8,274.6,C4268,25,Other,North America,2196.8
7c0b0d2b,1/20/2024,P8380,address,Clothing,1,167.7,C4866,18,Female,Europe,167.7
e800ef41,1/29/2024,P1960,door,Furniture,2,322.02,C8232,59,Other,Asia,644.04
ea0b6a24,11/5/2024,P1824,end,Groceries,2,419.36,C8174,39,Female,South America,838.72
54f40724,2/11/2024,P9504,fall,Toys,5,174.54,C4052,55,Female,Africa,872.7
2989cbef,7/11/2024,P8806,page,Toys,10,351.55,C8475,41,Female,Africa,3515.5
18dd1883,3/7/2024,P1523,young,Furniture,4,283.05,C8807,70,Other,North America,1132.2
5faa6b9e,11/5/2024,P4211,dinner,Groceries,4,364.57,C1611,22,Female,South America,1458.28
736395b6,5/11/2024,P9438,eye,Furniture,1,296.91,C4045,46,Male,Africa,296.91
b3f84eff,1/5/2024,P7700,one,Electronics,5,340.53,C1295,21,Other,Africa,1702.65
a411ebe6,9/8/2024,P7179,future,Electronics,7,122.04,C8708,24,Other,North America,854.28
0bc47582,8/19/2024,P1545,large,Toys,1,360.98,C4434,21,Female,Asia,360.98
28e43762,4/22/2024,P8132,several,Toys,7,69.08,C5242,30,Male,North America,483.56
fd03dc82,10/9/2024,P1190,policy,Toys,6,185.18,C4909,21,Other,Africa,1111.08
dc5f4bd0,5/27/2024,P1248,action,Toys,5,213.04,C4741,49,Male,North America,1065.2
ce2fc9be,7/5/2024,P9930,teach,Groceries,4,243.12,C6236,70,Other,Asia,972.48
d3c03a64,6/8/2024,P9068,pay,Clothing,6,437.14,C7359,29,Male,Asia,2622.84
6e44d012,10/3/2024,P5870,responsibility,Electronics,9,240.6,C7841,56,Other,Africa,2165.4
535b8de3,8/19/2024,P7606,why,Toys,3,201.48,C9709,25,Male,North America,604.44
3b5f425c,4/1/2024,P2809,focus,Groceries,1,291.54,C3853,46,Male,Asia,291.54
ea8c1085,4/21/2024,P7848,agreement,Clothing,9,456.61,C4013,34,Female,Europe,4109.49
ddd2cff1,1/13/2024,P7385,reflect,Toys,10,419.72,C3179,67,Male,North America,4197.2
abe1a29c,5/3/2024,P3555,two,Furniture,5,120.85,C1141,31,Other,North America,604.25
84bf9114,11/20/2024,P7542,eat,Electronics,3,430.82,C3370,26,Female,Europe,1292.46
7573ae6d,9/8/2024,P6540,behavior,Toys,10,210.16,C4470,18,Other,Africa,2101.6
0e4b4792,8/7/2024,P7678,job,Groceries,9,469.91,C6363,41,Other,Africa,4229.19
99e2a1a0,7/22/2024,P6895,relationship,Electronics,8,356.79,C1976,27,Male,Asia,2854.32
4365bc57,8/20/2024,P1793,make,Clothing,7,24.13,C4790,22,Female,Africa,168.91
b200a192,4/27/2024,P2115,appear,Clothing,8,443.78,C7901,63,Male,South America,3550.24
76f2b7d2,8/15/2024,P1657,cost,Groceries,8,151.94,C3743,55,Male,South America,1215.52
f9c201ef,8/30/2024,P4700,Congress,Groceries,9,176.92,C7859,34,Male,South America,1592.28
12479233,10/3/2024,P9395,moment,Electronics,2,143.07,C5902,19,Female,Africa,286.14
bf6dee0f,11/2/2024,P1837,unit,Clothing,4,299.23,C1328,47,Other,North America,1196.92
b67e99a5,8/30/2024,P5122,western,Furniture,7,34.41,C7697,32,Other,Asia,240.87
e9d1cb9c,10/6/2024,P7222,thing,Groceries,5,36.65,C2792,36,Other,North America,183.25
0a2821d6,8/11/2024,P2564,identify,Toys,6,200.76,C3516,52,Female,South America,1204.56
e5686e35,4/6/2024,P4428,ground,Toys,8,148.93,C3739,63,Male,Asia,1191.44
dfe07729,4/20/2024,P7258,particular,Clothing,9,451.59,C6759,28,Female,North America,4064.31
07eac4e2,8/6/2024,P3223,on,Clothing,7,122.48,C4280,37,Male,South America,857.36
c567bdfd,11/5/2024,P8743,bring,Clothing,4,298.81,C8043,43,Other,South America,1195.24
b577f3b8,3/1/2024,P5277,fast,Electronics,5,154.77,C8445,59,Female,South America,773.85
f93ce25d,9/11/2024,P3575,north,Clothing,2,234.7,C2394,49,Other,North America,469.4
b486365d,8/31/2024,P6732,record,Electronics,7,56.11,C4254,32,Other,North America,392.77
d059933f,10/1/2024,P7005,author,Clothing,4,445.74,C4500,22,Other,Europe,1782.96
2ac02a0c,2/20/2024,P4128,Mrs,Toys,10,101.34,C9650,20,Other,Africa,1013.4
f9d98882,1/6/2024,P5543,however,Toys,5,492.24,C6978,30,Other,Europe,2461.2
84b5e777,7/4/2024,P5277,article,Toys,1,133.19,C5855,69,Other,Europe,133.19
6a6654b9,9/7/2024,P7549,year,Toys,5,287.25,C6504,60,Other,Africa,1436.25
5c8dd42e,7/15/2024,P3986,no,Electronics,2,154.42,C8230,19,Female,Africa,308.84
86988a62,5/23/2024,P8562,world,Furniture,7,347.58,C7756,44,Other,Europe,2433.06
f2e4cf74,5/6/2024,P4719,try,Electronics,10,157.77,C3843,68,Female,Africa,1577.7
9731d92a,10/30/2024,P7296,company,Furniture,10,481.78,C5553,55,Male,North America,4817.8
aecfe3fd,11/24/2024,P1943,strong,Electronics,8,332.01,C5996,36,Female,North America,2656.08
1ff009c2,10/9/2024,P6207,market,Clothing,10,379.09,C4137,54,Other,Africa,3790.9
de527a88,5/14/2024,P8499,should,Toys,1,223.34,C1726,63,Female,Asia,223.34
56bebd15,7/21/2024,P1850,talk,Toys,8,414.55,C2232,24,Female,North America,3316.4
a933ece7,4/2/2024,P1319,indeed,Toys,4,444.61,C5231,44,Other,Europe,1778.44
93583a65,1/18/2024,P6325,actually,Groceries,6,219.27,C4671,52,Other,Africa,1315.62
8a1623c1,4/21/2024,P2307,foot,Toys,5,372.6,C4551,38,Female,Africa,1863
970bdf04,9/8/2024,P6822,media,Furniture,10,173.54,C6509,63,Male,South America,1735.4
6dbb2767,2/14/2024,P7049,food,Electronics,6,434.48,C6805,44,Other,North America,2606.88
80f232e1,5/5/2024,P1275,whose,Electronics,3,464.29,C2402,21,Male,Asia,1392.87
02b24380,5/3/2024,P2715,weight,Clothing,6,107.46,C7595,42,Other,Africa,644.76
36cb9f13,9/8/2024,P2644,visit,Electronics,7,459.24,C9212,52,Other,Europe,3214.68
d867808c,9/16/2024,P4258,surface,Furniture,4,308.75,C3598,50,Female,Asia,1235
dffcf4e6,4/17/2024,P1726,organization,Toys,9,470.08,C1066,61,Female,North America,4230.72
93b05653,5/5/2024,P9129,note,Toys,6,214.04,C4654,33,Other,Africa,1284.24
05bf0cd5,10/8/2024,P8112,soon,Toys,5,196.07,C5227,27,Other,South America,980.35
cd00b159,9/19/2024,P5295,practice,Electronics,1,185.82,C2300,27,Female,North America,185.82
37eb1480,1/20/2024,P2986,different,Toys,6,191.12,C1214,37,Male,Asia,1146.72
f5f78a44,9/9/2024,P9370,one,Furniture,10,344.37,C1719,65,Other,Europe,3443.7
192b52f8,5/19/2024,P3099,finally,Furniture,9,192.75,C1246,18,Female,North America,1734.75
f7e48614,2/18/2024,P5496,religious,Groceries,8,221.29,C5976,57,Other,North America,1770.32
9348af42,3/21/2024,P7226,better,Clothing,3,88.86,C1280,69,Male,Africa,266.58
5bc79332,5/8/2024,P4196,health,Furniture,2,108.57,C9716,18,Male,South America,217.14
30d984ab,9/26/2024,P4577,view,Clothing,8,62.03,C9914,40,Male,Africa,496.24
cc381e9e,9/13/2024,P1792,lot,Furniture,2,422.32,C8640,42,Female,South America,844.64
f3ce1fd3,4/19/2024,P2224,response,Electronics,1,360.45,C4608,68,Female,Asia,360.45
509332ee,1/31/2024,P7929,realize,Groceries,10,136.12,C5859,68,Male,Europe,1361.2
67bf4e1f,8/23/2024,P4516,full,Clothing,3,250.38,C2911,38,Male,Europe,751.14
11ac2c63,1/12/2024,P3346,enjoy,Groceries,5,195.96,C1354,26,Male,Asia,979.8
8a542c79,4/21/2024,P6990,expert,Clothing,1,39.8,C4574,64,Female,South America,39.8
9eeeae9f,6/29/2024,P7809,guy,Groceries,1,455.23,C8506,21,Female,South America,455.23
83aa1b68,3/26/2024,P4684,seem,Clothing,1,261.64,C2841,63,Female,North America,261.64
757badc9,1/13/2024,P5467,as,Groceries,1,427.81,C3861,31,Male,Africa,427.81
2caeb735,5/20/2024,P9710,while,Furniture,9,195.49,C9614,23,Male,South America,1759.41
0dd69f1a,3/21/2024,P5562,energy,Clothing,2,476.76,C9965,56,Other,South America,953.52
4023310,5/30/2024,P2491,wonder,Electronics,4,488.39,C3231,20,Female,South America,1953.56
a4da63cb,10/30/2024,P9602,any,Groceries,6,212.87,C9477,27,Other,Africa,1277.22
bab0264a,4/14/2024,P4330,certain,Toys,5,210.21,C8772,66,Male,North America,1051.05
be4fd069,2/22/2024,P8475,hear,Clothing,9,36.2,C7299,67,Female,South America,325.8
4f514381,11/24/2024,P1930,authority,Groceries,10,50.87,C9762,25,Male,North America,508.7
f0e0bcf7,7/6/2024,P3380,past,Groceries,4,149.27,C3573,57,Other,Asia,597.08
f39812d2,9/2/2024,P4972,social,Furniture,8,368.47,C8585,56,Other,North America,2947.76
ceb4342f,12/4/2024,P2650,main,Groceries,3,486.67,C4226,41,Other,North America,1460.01
bfef1161,8/23/2024,P9997,bit,Toys,7,22.15,C1892,24,Male,North America,155.05
5a9b9e1c,6/11/2024,P7637,she,Toys,3,42.88,C4022,28,Male,South America,128.64
04b20e23,11/27/2024,P8960,half,Clothing,9,89.3,C7153,51,Female,South America,803.7
566bf482,10/31/2024,P8586,yes,Groceries,7,348.65,C9237,64,Female,North America,2440.55
d588da7b,5/8/2024,P8529,free,Furniture,8,319.14,C3038,35,Other,Africa,2553.12
5c600a42,10/23/2024,P6600,shake,Clothing,4,347.98,C5233,62,Female,North America,1391.92
6b3b20a0,11/13/2024,P3605,now,Electronics,4,302.15,C4423,46,Male,Africa,1208.6
389f78af,1/21/2024,P2714,technology,Electronics,9,442.92,C5178,43,Female,Asia,3986.28
c80f48b0,10/8/2024,P1508,week,Electronics,6,213.59,C8230,39,Female,North America,1281.54
1a10411c,11/2/2024,P9640,however,Furniture,10,373.9,C6742,53,Female,South America,3739
cec608a1,11/14/2024,P4621,help,Furniture,3,209.78,C8477,66,Female,Africa,629.34
34cac8b9,4/28/2024,P2824,happen,Furniture,2,335.16,C5548,31,Female,Africa,670.32
51830fdf,10/13/2024,P2294,parent,Furniture,3,270.83,C8526,36,Female,North America,812.49
e52744fa,7/13/2024,P2900,authority,Electronics,7,55.57,C6709,41,Female,Europe,388.99
eb480f01,8/1/2024,P9640,consumer,Electronics,4,477.14,C4102,40,Other,South America,1908.56
182f2259,1/29/2024,P9446,trial,Groceries,3,415.44,C9508,22,Male,Europe,1246.32
116c7bc0,2/22/2024,P3929,forget,Electronics,2,274.71,C1713,38,Other,Europe,549.42
0136b6e9,5/3/2024,P3818,future,Electronics,1,434.91,C1021,45,Female,South America,434.91
94f2f7f3,5/24/2024,P3236,accept,Clothing,6,289.69,C2857,35,Other,Africa,1738.14
d815f99d,11/20/2024,P8702,exist,Groceries,6,72.91,C4365,20,Female,North America,437.46
c9ab7870,7/3/2024,P4333,a,Groceries,3,222.95,C5588,54,Male,South America,668.85
57f203e2,4/25/2024,P2531,arm,Electronics,6,279.12,C8170,53,Other,Africa,1674.72
8bde0680,3/10/2024,P3275,prove,Clothing,1,186.8,C1056,48,Other,Africa,186.8
52a57e32,3/27/2024,P5372,now,Toys,6,111.54,C1495,42,Female,Europe,669.24
f2baf24d,8/20/2024,P2330,pretty,Electronics,1,200.13,C6982,36,Other,Asia,200.13
8b72ce3d,6/14/2024,P5672,subject,Electronics,8,177.19,C8222,56,Male,North America,1417.52
44be3486,7/10/2024,P1339,turn,Toys,10,351.48,C2636,66,Male,North America,3514.8
b90da477,7/21/2024,P7036,someone,Clothing,10,222.03,C1185,52,Female,North America,2220.3
901c4b0e,8/23/2024,P7474,can,Groceries,1,199.37,C1930,53,Female,North America,199.37
4b69933f,4/17/2024,P1227,hospital,Electronics,3,252.31,C6547,30,Female,South America,756.93
ef9528e6,4/18/2024,P8428,decide,Electronics,9,382.26,C7028,54,Female,Africa,3440.34
423eab11,2/8/2024,P6116,accept,Electronics,2,264.84,C5225,32,Female,North America,529.68
786f5e25,8/10/2024,P3393,money,Groceries,10,145.74,C3734,19,Other,North America,1457.4
05867d28,11/25/2024,P7344,dinner,Clothing,5,389.13,C6728,45,Male,Europe,1945.65
aa7c36a1,10/6/2024,P4957,attack,Groceries,5,458.42,C1604,47,Female,Asia,2292.1
2647452e,9/23/2024,P9272,whatever,Electronics,2,282.55,C5944,25,Male,Asia,565.1
83a366cb,10/11/2024,P8496,keep,Groceries,1,415.3,C7827,19,Other,Asia,415.3
ef7785b9,8/27/2024,P7867,condition,Clothing,3,271.03,C4245,63,Female,Europe,813.09
b1fcaf9d,11/5/2024,P8804,arm,Electronics,8,394.63,C6039,56,Other,Asia,3157.04
d947a56a,2/26/2024,P9737,state,Clothing,9,445.91,C6268,66,Male,Asia,4013.19
da8e9904,11/10/2024,P3471,evidence,Electronics,2,328.48,C4215,31,Male,Africa,656.96
ae81daa1,4/23/2024,P7583,threat,Toys,4,477.51,C4395,45,Female,South America,1910.04
86acd7e8,10/14/2024,P8369,throw,Clothing,8,355.46,C1233,39,Other,North America,2843.68
967aeaa2,11/1/2024,P5884,individual,Furniture,3,225.83,C3631,40,Other,Asia,677.49
ad7b4736,9/21/2024,P1531,buy,Clothing,8,103.79,C5515,34,Other,North America,830.32
bf2cfee3,7/17/2024,P7647,candidate,Groceries,5,427.31,C3277,29,Female,Europe,2136.55
d9c42068,4/10/2024,P3058,American,Electronics,10,311.85,C2682,63,Other,North America,3118.5
2089ff86,6/6/2024,P7059,spring,Toys,6,414.9,C4633,54,Female,South America,2489.4
